SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,
0,0,0,50
1,0,0,50
2,0,0,50
3,0,0,50
4,0,0,50
5,0,0,50
6,0,0,50
7,0,0,50
8,0,0,50
9,0,0,50
10,0,0,50
11,0,0,50
12,0,0,50
13,0,0,50
14,0,0,50
15,0,0,50
16,0,0,50
17,0,0,50
18,0,0,50
19,0,0,50
20,0,0,50
21,0,0,50
22,1896,237,50
23,2456,307,50
24,3120,390,50
25,3624,453,50
26,3896,487,50
27,3784,473,50
28,3880,485,50
29,3984,498,50
30,3712,464,50
31,1880,235,50
32,3864,483,50
33,3992,499,50
34,3864,483,50
35,3712,464,50
36,3824,478,50
37,4008,501,50
38,3864,483,50
39,3808,476,50
40,4080,510,50
41,3792,474,50
42,4256,532,50
43,4072,509,50
44,3904,488,50
45,4120,515,50
46,1920,240,50
47,4144,518,50
48,4168,521,50
49,3872,484,50
50,4048,506,50
51,4088,511,50
52,4208,526,50
53,4240,530,50
54,4304,538,50
55,4024,503,50
56,4200,525,50
57,4448,556,50
58,4176,522,50
59,4144,518,50
60,4128,516,50
61,1808,226,50
62,3752,469,50
63,4144,518,50
64,3960,495,50
65,3976,497,50
66,4016,502,50
67,3848,481,50
68,3888,486,50
69,3944,493,50
70,3848,481,50
71,3760,470,50
72,3888,486,50
73,3816,477,50
74,3848,481,50
75,3864,483,50
76,1720,215,50
77,3616,452,50
78,3888,486,50
79,3880,485,50
80,3776,472,50
81,3800,475,50
82,3496,437,50
83,3584,448,50
84,3472,434,50
85,3312,414,50
86,3320,415,50
87,3432,429,50
88,3464,433,50
89,3200,400,50
90,3384,423,50
91,1488,186,50
92,3496,437,50
93,3464,433,50
94,3536,442,50
95,3496,437,50
96,3616,452,50
97,3448,431,50
98,3176,397,50
99,3312,414,50
100,3248,406,50
101,3448,431,50
102,3096,387,50
103,3288,411,50
104,3208,401,50
105,3088,386,50
106,1736,217,50
107,2816,352,50
108,2896,362,50
109,2720,340,50
110,2928,366,50
111,2752,344,50
112,2704,338,50
113,2888,361,50
114,2800,350,50
115,3072,384,50
116,3016,377,50
117,2920,365,50
118,2744,343,50
119,3152,394,50
