SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,
0,0,0,50
1,0,0,50
2,0,0,50
3,0,0,50
4,0,0,50
5,0,0,50
6,0,0,50
7,0,0,50
8,0,0,50
9,0,0,50
10,0,0,50
11,0,0,50
12,0,0,50
13,0,0,50
14,0,0,50
15,0,0,50
16,0,0,50
17,0,0,50
18,0,0,50
19,0,0,50
20,0,0,50
21,0,0,50
22,1568,196,50
23,1848,231,50
24,2144,268,50
25,2624,328,50
26,2728,341,50
27,2632,329,50
28,2848,356,50
29,2792,349,50
30,2744,343,50
31,1416,177,50
32,2240,280,50
33,2896,362,50
34,2792,349,50
35,2688,336,50
36,2768,346,50
37,2624,328,50
38,2832,354,50
39,2808,351,50
40,2744,343,50
41,2920,365,50
42,2688,336,50
43,2912,364,50
44,2800,350,50
45,2840,355,50
46,1600,200,50
47,2248,281,50
48,2744,343,50
49,2816,352,50
50,2808,351,50
51,3224,403,50
52,2760,345,50
53,2888,361,50
54,2824,353,50
55,2864,358,50
56,3136,392,50
57,2936,367,50
58,2888,361,50
59,3144,393,50
60,3112,389,50
61,1632,204,50
62,2272,284,50
63,2992,374,50
64,3192,399,50
65,3264,408,50
66,3024,378,50
67,2992,374,50
68,3064,383,50
69,2984,373,50
70,2928,366,50
71,2944,368,50
72,2984,373,50
73,3032,379,50
74,2912,364,50
75,3200,400,50
76,1736,217,50
77,2504,313,50
78,3000,375,50
79,3200,400,50
80,3136,392,50
81,3216,402,50
82,3128,391,50
83,3312,414,50
84,3456,432,50
85,3192,399,50
86,3352,419,50
87,3112,389,50
88,3280,410,50
89,3120,390,50
90,3208,401,50
91,1744,218,50
92,2192,274,50
93,3216,402,50
94,3360,420,50
95,3336,417,50
96,3264,408,50
97,3176,397,50
98,3224,403,50
99,3448,431,50
100,3072,384,50
101,3536,442,50
102,3608,451,50
103,3384,423,50
104,3232,404,50
105,3456,432,50
106,1720,215,50
107,2720,340,50
108,3032,379,50
109,3328,416,50
110,3280,410,50
111,3240,405,50
112,3256,407,50
113,3400,425,50
114,3424,428,50
115,3344,418,50
116,3152,394,50
117,3344,418,50
118,3248,406,50
119,3328,416,50
