SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,
0,0,0,50
1,0,0,50
2,0,0,50
3,0,0,50
4,0,0,50
5,0,0,50
6,0,0,50
7,0,0,50
8,0,0,50
9,0,0,50
10,0,0,50
11,0,0,50
12,0,0,50
13,0,0,50
14,0,0,50
15,0,0,50
16,0,0,50
17,0,0,50
18,0,0,50
19,0,0,50
20,0,0,50
21,0,0,50
22,1408,176,50
23,1904,238,50
24,1920,240,50
25,1512,189,50
26,1904,238,50
27,2160,270,50
28,1720,215,50
29,1896,237,50
30,1880,235,50
31,992,124,50
32,1640,205,50
33,1688,211,50
34,1416,177,50
35,1472,184,50
36,1408,176,50
37,1144,143,50
38,1248,156,50
39,1184,148,50
40,1080,135,50
41,976,122,50
42,1200,150,50
43,888,111,50
44,776,97,50
45,856,107,50
46,696,87,50
47,1048,131,50
48,1096,137,50
49,976,122,50
50,832,104,50
51,864,108,50
52,872,109,50
53,816,102,50
54,800,100,50
55,856,107,50
56,840,105,50
57,848,106,50
58,1040,130,50
59,856,107,50
60,840,105,50
61,456,57,50
62,1024,128,50
63,1096,137,50
64,1040,130,50
65,1112,139,50
66,1216,152,50
67,992,124,50
68,1304,163,50
69,1272,159,50
70,1232,154,50
71,1272,159,50
72,1016,127,50
73,1040,130,50
74,1160,145,50
75,1080,135,50
76,576,72,50
77,1072,134,50
78,1144,143,50
79,1136,142,50
80,1176,147,50
81,1080,135,50
82,1104,138,50
83,1248,156,50
84,1008,126,50
85,1104,138,50
86,1024,128,50
87,1192,149,50
88,1096,137,50
89,1192,149,50
90,992,124,50
91,576,72,50
92,1040,130,50
93,1208,151,50
94,1248,156,50
95,1104,138,50
96,1080,135,50
97,1248,156,50
98,984,123,50
99,1032,129,50
100,1072,134,50
101,1040,130,50
102,984,123,50
103,1024,128,50
104,976,122,50
105,984,123,50
106,520,65,50
107,856,107,50
108,880,110,50
109,880,110,50
110,792,99,50
111,728,91,50
112,856,107,50
113,960,120,50
114,1040,130,50
115,864,108,50
116,808,101,50
117,808,101,50
118,952,119,50
119,928,116,50
